CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
1325568,08/23/2012 02:29:00 PM,09/10/2012 08:46:00 AM,09/10/2012 08:46:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"130 EDDY ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.784337321042, -122.409841993361)",Voice In,
1324653,08/23/2012 12:13:00 PM,08/29/2012 09:34:00 AM,08/29/2012 09:34:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"130 EDDY ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.784337321042, -122.409841993361)",Voice In,
1323969,08/23/2012 10:26:00 AM,09/05/2012 04:47:00 PM,09/05/2012 04:47:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1693 MARKET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.772759881453, -122.422105410445)",Voice In,
1316096,08/21/2012 07:04:00 PM,09/14/2012 09:49:00 AM,09/14/2012 09:49:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1701 FILLMORE ST, SAN FRANCISCO, CA, 94115",5,Western Addition,"(37.785170293263, -122.433157386395)",Web Self Service,
1314610,08/21/2012 02:37:00 PM,09/14/2012 09:17:00 AM,09/14/2012 09:17:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"3562 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",10,Visitacion Valley,"(37.717033435, -122.400123467)",Voice In,
1313824,08/21/2012 12:38:00 PM,09/13/2012 04:35:00 PM,09/13/2012 04:35:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"890 47TH AVE, SAN FRANCISCO, CA, 94121",1,Outer Richmond,"(37.771697082123, -122.50769626563)",Voice In,
1288822,08/16/2012 10:52:00 AM,09/17/2012 03:30:00 PM,09/17/2012 03:30:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"143 JULES AVE, SAN FRANCISCO, CA, 94112",11,Ocean View,"(37.720802664256, -122.461306702929)",Web Self Service,
1288643,08/16/2012 10:27:00 AM,09/17/2012 03:18:00 PM,09/17/2012 03:18:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"247 LEE AVE, SAN FRANCISCO, CA, 94112",7,Ocean View,"(37.722722022, -122.45442511)",Web Self Service,
1279779,08/14/2012 01:06:00 PM,09/24/2012 10:26:00 AM,09/24/2012 10:26:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"309 MAGELLAN AVE, SAN FRANCISCO, CA, 94116",7,West of Twin Peaks,"(37.745574883, -122.462302943)",Web Self Service,
1235988,08/05/2012 12:01:00 PM,08/08/2012 12:28:00 PM,08/08/2012 12:28:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"238 PARIS ST, SAN FRANCISCO, CA, 94112",11,Excelsior,"(37.724802008, -122.432915199)",Web Self Service,
1220826,08/01/2012 09:22:00 PM,08/16/2012 04:40:00 PM,08/16/2012 04:40:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"  55 MASON ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.78384216118, -122.409276974672)",Voice In,
1174817,07/25/2012 03:19:00 PM,07/27/2012 10:42:00 AM,07/27/2012 10:42:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"315 MAGELLAN AVE, SAN FRANCISCO, CA, 94116",7,West of Twin Peaks,"(37.745494598, -122.462406333)",Web Self Service,
1174689,07/25/2012 01:07:00 PM,10/16/2012 08:37:00 AM,10/16/2012 08:37:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect," 540 JONES ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.786187266886, -122.412980679774)",Web Self Service,
1173973,07/24/2012 03:59:00 PM,08/03/2012 02:30:00 PM,08/03/2012 02:30:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"513 MINNA ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.78012081, -122.40840324)",Voice In,
1173094,07/23/2012 03:50:00 PM,07/27/2012 09:19:00 AM,07/27/2012 09:19:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect," 371 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",3,Russian Hill,"(37.798397602, -122.407825819)",Voice In,
1172192,07/22/2012 03:34:00 PM,07/27/2012 02:24:00 PM,07/27/2012 02:24:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"416 TURK ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.782597902354, -122.416028665111)",Web Self Service,
1172191,07/22/2012 03:34:00 PM,07/27/2012 02:22:00 PM,07/27/2012 02:22:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"416 TURK ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.782597902354, -122.416028665111)",Web Self Service,
1170272,07/19/2012 10:08:00 AM,10/16/2012 08:35:00 AM,10/16/2012 08:35:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect," 118 TAYLOR ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.78341077288, -122.410734344202)",Voice In,
1169987,07/18/2012 06:41:00 PM,07/24/2012 11:26:00 AM,07/24/2012 11:26:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect," 948 MISSION ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.782074301, -122.407866799)",Voice In,
1166701,07/13/2012 08:23:00 PM,07/16/2012 10:02:00 AM,07/16/2012 10:02:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect," 772 MISSOURI ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.757111549835, -122.395886641118)",Web Self Service,
1165861,07/12/2012 04:54:00 PM,07/19/2012 03:59:00 PM,07/19/2012 03:59:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect," 520 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",9,Mission,"(37.76482146462, -122.417521382329)",Voice In,
1165561,07/12/2012 11:55:00 AM,07/12/2012 01:44:00 PM,07/12/2012 01:44:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"586 39TH AVE, SAN FRANCISCO, CA, 94121",1,Outer Richmond,"(37.777768594, -122.499347172)",Voice In,
1165115,07/11/2012 05:15:00 PM,07/12/2012 09:59:00 AM,07/12/2012 09:59:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"179 9TH AVE, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.785067387, -122.468124654)",Web Self Service,
1160656,07/05/2012 11:14:00 AM,07/09/2012 10:48:00 AM,07/09/2012 10:48:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2713 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.753871775278, -122.414143117759)",Voice In,
1154408,06/27/2012 07:23:00 AM,07/03/2012 09:23:00 AM,07/03/2012 09:23:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"3161 16TH ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.764570154, -122.423299502)",Voice In,
1152989,06/25/2012 11:04:00 AM,07/05/2012 12:47:00 PM,07/05/2012 12:47:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"150 FRANKLIN ST, SAN FRANCISCO, CA, 94102",5,Downtown/Civic Center,"(37.775717957911, -122.42098781749)",Voice In,
1152916,06/25/2012 10:02:00 AM,07/05/2012 09:52:00 AM,07/05/2012 09:52:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"775 GEARY ST, SAN FRANCISCO, CA, 94109",6,Downtown/Civic Center,"(37.786310515188, -122.416010758939)",Voice In,
1145602,06/14/2012 12:31:00 PM,06/15/2012 02:07:00 PM,06/15/2012 02:07:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"969 BURNETT AVE, SAN FRANCISCO, CA, 94131",8,Twin Peaks,"(37.747696082363, -122.444876282121)",Voice In,
1142503,06/10/2012 12:55:00 PM,06/13/2012 12:11:00 PM,06/13/2012 12:11:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"476 EDDY ST, SAN FRANCISCO, CA, 94109",6,Downtown/Civic Center,"(37.783620032857, -122.415497957315)",Voice In,
1142423,06/10/2012 10:19:00 AM,06/11/2012 02:19:00 PM,06/11/2012 02:19:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1340 DOLORES ST, SAN FRANCISCO, CA, 94131",8,Noe Valley,"(37.747959516816, -122.424934184451)",Web Self Service,https://311crm-prod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=1142423
1141821,06/08/2012 05:55:00 PM,07/09/2012 09:20:00 AM,07/09/2012 09:20:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2791 16TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.765274051454, -122.415067991552)",Voice In,
1141719,06/08/2012 03:39:00 PM,06/12/2012 03:10:00 PM,06/12/2012 03:10:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1648 PALOU AVE, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.734768862, -122.391765679)",Voice In,
1141419,06/08/2012 10:21:00 AM,06/08/2012 10:45:00 AM,06/08/2012 10:45:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1730 25TH AVE, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.755214392, -122.482660713)",Web Self Service,https://311crm-prod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=1141419
1140305,06/06/2012 09:04:00 PM,06/22/2012 10:11:00 AM,06/22/2012 10:11:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect," 118 TAYLOR ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.78341077288, -122.410734344202)",Web Self Service,
1137615,06/03/2012 08:42:00 AM,06/07/2012 09:35:00 AM,06/07/2012 09:35:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"  55 MASON ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.78384216118, -122.409276974672)",Voice In,
1133863,05/29/2012 01:30:00 PM,06/06/2012 10:50:00 AM,06/06/2012 10:50:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1411 QUESADA AVE, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.730147248, -122.38627861)",Voice In,
1133034,05/28/2012 10:39:00 AM,06/05/2012 01:47:00 PM,06/05/2012 01:47:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1730 25TH AVE, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.755214392, -122.482660713)",Web Self Service,https://311crm-prod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=1133034
1131805,05/25/2012 03:27:00 PM,06/19/2012 05:34:00 PM,06/19/2012 05:34:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect," 520 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",9,Mission,"(37.76482146462, -122.417521382329)",Voice In,
1129220,05/22/2012 10:09:00 AM,05/31/2012 04:08:00 PM,05/31/2012 04:08:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2791 16TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.765274051454, -122.415067991552)",Voice In,
1128560,05/21/2012 01:31:00 PM,05/21/2012 04:11:00 PM,05/21/2012 04:11:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2136 BRODERICK ST, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.79023774, -122.442278568)",Web Self Service,
1128554,05/21/2012 01:31:00 PM,05/21/2012 03:51:00 PM,05/21/2012 03:51:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2136 BRODERICK ST, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.79023774, -122.442278568)",Web Self Service,
1128555,05/21/2012 01:31:00 PM,05/21/2012 03:46:00 PM,05/21/2012 03:46:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2136 BRODERICK ST, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.79023774, -122.442278568)",Web Self Service,
1128556,05/21/2012 01:31:00 PM,05/21/2012 03:47:00 PM,05/21/2012 03:47:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2136 BRODERICK ST, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.79023774, -122.442278568)",Web Self Service,
1128558,05/21/2012 01:31:00 PM,05/21/2012 03:48:00 PM,05/21/2012 03:48:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2136 BRODERICK ST, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.79023774, -122.442278568)",Web Self Service,
1128559,05/21/2012 01:31:00 PM,05/21/2012 03:48:00 PM,05/21/2012 03:48:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2136 BRODERICK ST, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.79023774, -122.442278568)",Web Self Service,
1126898,05/18/2012 01:25:00 PM,05/21/2012 12:36:00 PM,05/21/2012 12:36:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1840 FELL ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.772757155362, -122.448189182096)",Voice In,
1126109,05/17/2012 10:55:00 AM,05/17/2012 02:44:00 PM,05/17/2012 02:44:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2284 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.760494118613, -122.419300202929)",Voice In,
1123782,05/14/2012 09:34:00 AM,05/14/2012 01:08:00 PM,05/14/2012 01:08:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"321 MAGELLAN AVE, SAN FRANCISCO, CA, 94116",7,West of Twin Peaks,"(37.745399141, -122.462530077)",Web Self Service,
1116877,05/02/2012 07:37:00 PM,05/03/2012 10:05:00 AM,05/03/2012 10:05:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1262 12TH AVE, SAN FRANCISCO, CA, 94122",5,Inner Sunset,"(37.764607074228, -122.469502376429)",Web Self Service,
1116568,05/02/2012 01:00:00 PM,05/03/2012 10:29:00 AM,05/03/2012 10:29:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1420 VAN DYKE AVE, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.727322977609, -122.389048695943)",Voice In,
1114286,04/29/2012 11:10:00 AM,04/30/2012 10:06:00 AM,04/30/2012 10:06:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,Intersection of GREENWICH ST and STEINER ST,2,Marina,"(37.7987422787185, -122.437514314823)",Voice In,
1113200,04/27/2012 06:12:00 AM,06/29/2012 10:43:00 AM,06/29/2012 10:43:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1231 MARKET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.778263432789, -122.415142974221)",Web Self Service,
1112876,04/26/2012 01:10:00 PM,04/27/2012 03:23:00 PM,04/27/2012 03:23:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"263 LEE AVE, SAN FRANCISCO, CA, 94112",7,Ocean View,"(37.722996685, -122.454427145)",Web Self Service,
1110303,04/22/2012 09:40:00 PM,04/23/2012 11:38:00 AM,04/23/2012 11:38:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1840 FELL ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.772757155362, -122.448189182096)",Voice In,
1105890,04/16/2012 08:09:00 AM,04/18/2012 08:58:00 AM,04/18/2012 08:58:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1840 FELL ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.772757155362, -122.448189182096)",Voice In,
1105035,04/14/2012 09:47:00 AM,04/18/2012 09:02:00 AM,04/18/2012 09:02:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"230 DUNCAN ST, SAN FRANCISCO, CA, 94131",8,Noe Valley,"(37.74642468, -122.425559234)",Voice In,
1103579,04/12/2012 09:00:00 AM,04/12/2012 01:51:00 PM,04/12/2012 01:51:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1220 BAYSIDE DR, SAN FRANCISCO, CA, 94130",6,Treasure Island/YBI,"(37.829510662, -122.375887974)",Voice In,
1092280,03/26/2012 01:14:00 PM,03/27/2012 10:57:00 AM,03/27/2012 10:57:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,Intersection of MANSELL ST and SAN BRUNO AVE,9,Visitacion Valley,"(37.7215343139683, -122.401074024586)",Voice In,
1091421,03/24/2012 07:27:00 PM,03/26/2012 11:16:00 AM,03/26/2012 11:16:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"3755 MISSION ST, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.736533259985, -122.42423322162)",Voice In,
1081636,03/09/2012 02:55:00 PM,03/14/2012 08:40:00 AM,03/14/2012 08:40:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"45 STONE ST, SAN FRANCISCO, CA, 94108",3,Chinatown,"(37.795210169, -122.409382995)",Voice In,
1079066,03/06/2012 11:24:00 AM,03/07/2012 11:00:00 AM,03/07/2012 11:00:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"309 MAGELLAN AVE, SAN FRANCISCO, CA, 94116",7,West of Twin Peaks,"(37.745574883, -122.462302943)",Web Self Service,
1073381,02/27/2012 10:43:00 AM,02/27/2012 01:56:00 PM,02/27/2012 01:56:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"138 HYDE ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.78203015252, -122.41551129009)",Web Self Service,
1073344,02/27/2012 10:19:00 AM,02/27/2012 12:47:00 PM,02/27/2012 12:47:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect," 520 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",9,Mission,"(37.76482146462, -122.417521382329)",Voice In,
1073327,02/27/2012 10:07:00 AM,02/27/2012 12:43:00 PM,02/27/2012 12:43:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect," 520 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",9,Mission,"(37.76482146462, -122.417521382329)",Voice In,
1067128,02/17/2012 06:27:00 PM,02/21/2012 04:58:00 PM,02/21/2012 04:58:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"286 LOWELL ST, SAN FRANCISCO, CA, 94112",11,Crocker Amazon,"(37.708689041, -122.445156272)",Web Self Service,https://311crm-prod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=1067128
1064440,02/14/2012 08:50:00 AM,02/14/2012 11:17:00 AM,02/14/2012 11:17:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect," 230 EDDY ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.784129008032, -122.411484820948)",Voice In,
1060638,02/08/2012 08:45:00 AM,02/08/2012 10:29:00 AM,02/08/2012 10:29:00 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1425 FILLMORE ST, SAN FRANCISCO, CA, 94115",5,Western Addition,"(37.782570807, -122.432700348)",Voice In,
1057120,02/02/2012 09:17:00 PM,02/06/2012 12:20:00 PM,02/06/2012 12:20:00 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"511 WALLER ST, SAN FRANCISCO, CA, 94117",8,Western Addition,"(37.770882747802, -122.432108795001)",Web Self Service,
1053042,01/28/2012 10:54:07 AM,03/01/2012 03:36:50 PM,03/01/2012 03:36:50 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect," 465 ELLIS ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.78466870425, -122.413830745782)",Voice In,
1052630,01/27/2012 01:30:54 PM,01/27/2012 02:54:28 PM,01/27/2012 02:54:28 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"700 OFARRELL ST, SAN FRANCISCO, CA, 94109",6,Downtown/Civic Center,"(37.785563294, -122.416512436)",Voice In,
1052490,01/27/2012 11:23:10 AM,01/27/2012 04:06:47 PM,01/27/2012 04:06:47 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2791 16TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.765274051454, -122.415067991552)",Voice In,
1049827,01/24/2012 08:54:55 AM,01/24/2012 09:29:02 AM,01/24/2012 09:29:02 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1395 OAKDALE AVE, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.732398569596, -122.386618068742)",Web Self Service,
1049774,01/24/2012 08:16:05 AM,01/24/2012 09:08:26 AM,01/24/2012 09:08:26 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1053 BUSH ST, SAN FRANCISCO, CA, 94109",3,Downtown/Civic Center,"(37.789142453, -122.414521086)",Voice In,
1043630,01/14/2012 06:44:03 AM,01/18/2012 11:19:29 AM,01/18/2012 11:19:29 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect," 445 OFARRELL ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.785845984847, -122.412078430934)",Voice In,
1042929,01/13/2012 08:38:35 AM,01/18/2012 11:26:36 AM,01/18/2012 11:26:36 AM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1530 GOUGH ST, SAN FRANCISCO, CA, 94109",2,Western Addition,"(37.787676485427, -122.42508700298)",Voice In,
1039660,01/09/2012 12:57:06 PM,02/01/2012 09:35:48 AM,02/01/2012 09:35:48 AM,Closed,,DBI Building Inspection Queue,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2960 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.749667659872, -122.418264435523)",Voice In,
1031226,12/28/2011 11:34:11 AM,01/04/2012 04:15:28 PM,01/04/2012 04:15:28 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2775 MARKET ST, SAN FRANCISCO, CA, 94114",8,Castro/Upper Market,"(37.761331757, -122.439078264)",Voice In,
1030698,12/27/2011 02:35:55 PM,01/05/2012 03:41:08 PM,01/05/2012 03:41:08 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect," 668 CLAY ST, SAN FRANCISCO, CA, 94111",3,Financial District,"(37.794741296, -122.404268556)",Voice In,
1030404,12/27/2011 10:22:09 AM,01/04/2012 04:36:05 PM,01/04/2012 04:36:05 PM,Closed,,DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,Intersection of CARTER ST and GENEVA AVE,10,Crocker Amazon,"(37.7092509149127, -122.423353329753)",Voice In,
